Course,Category,Price,Rating,Duration,Marketing_Spend,Students_Enrolled,Revenue
JavaScript Essentials,Programming,5610,4.3,64,7272,397,2227170
AI Fundamentals,Data Science,6081,4.0,45,9425,358,2176998
Pen Testing,Cyber Security,3517,4.1,37,17092,563,1980071
Oracle DB,Database,2233,3.9,46,16878,571,1275043
React,Web Development,4127,4.2,61,3793,312,1287624
React,Web Development,4364,4.5,71,17490,697,3041708
AI Fundamentals,Data Science,1867,4.9,34,9543,508,948436
React,Web Development,7707,4.7,25,6682,325,2504775
Java Programming,Programming,6587,4.9,75,12426,560,3688720
HTML & CSS,Web Development,3999,4.3,21,13874,461,1843539
Oracle DB,Database,3235,4.0,53,11475,461,1491335
Docker & Kubernetes,Cloud,7479,5.0,64,3602,342,2557818
Pen Testing,Cyber Security,1856,4.1,23,12306,428,794368
Email Marketing,Digital Marketing,3722,3.9,61,3273,223,830006
Google Cloud,Cloud,6931,4.8,62,14803,632,4380392
Python Programming,Programming,3896,4.8,61,15665,648,2524608
Docker & Kubernetes,Cloud,7313,3.9,40,18881,577,4219601
Pen Testing,Cyber Security,2221,4.0,52,18007,635,1410335
SQL Basics,Database,1825,4.1,53,12991,514,938050
DevOps,Cloud,7598,4.0,42,14531,448,3403904
MongoDB,Database,3434,5.0,52,12039,607,2084438
C++ Programming,Programming,4671,4.9,72,3965,426,1989846
Cyber Security,Cyber Security,3347,4.0,77,15872,624,2088528
Data Science,Data Science,7479,4.3,63,10452,429,3208491
Data Analytics,Data Science,2751,4.3,39,13790,526,1447026
Network Security,Cyber Security,3193,4.6,57,9629,515,1644395
Deep Learning,Data Science,7140,4.6,53,7431,375,2677500
Content Marketing,Digital Marketing,6875,4.9,78,8178,476,3272500
Go Basics,Programming,5866,4.9,27,9033,408,2393328
Content Marketing,Digital Marketing,7456,3.8,40,16567,476,3549056
Django,Web Development,7608,4.9,77,11971,549,4176792
Content Marketing,Digital Marketing,2374,4.0,21,11744,417,989958
Pen Testing,Cyber Security,3391,4.5,34,3854,277,939307
JavaScript Essentials,Programming,2598,4.4,58,18360,709,1841982
MongoDB,Database,3007,4.8,51,18527,705,2119935
Machine Learning,Data Science,3353,3.8,68,3491,290,972370
Django,Web Development,3323,4.7,32,9703,427,1418921
AI Fundamentals,Data Science,6554,4.4,40,17992,625,4096250
AI Fundamentals,Data Science,4816,4.7,58,15464,646,3111136
Django,Web Development,6509,4.9,56,4261,352,2291168
JavaScript Essentials,Programming,5242,4.8,22,11051,457,2395594
SOC Analyst,Cyber Security,7522,3.8,44,19912,589,4430458
SQL Basics,Database,3055,4.1,45,12979,511,1561105
Social Media Marketing,Digital Marketing,5279,4.0,38,4787,247,1303913
Network Security,Cyber Security,5297,4.8,48,5963,394,2087018
Ethical Hacking,Cyber Security,2972,4.7,80,7433,491,1459252
Google Cloud,Cloud,5193,3.8,49,9616,379,1968147
AWS Cloud,Cloud,3548,4.2,61,8373,429,1522092
SQL Basics,Database,2247,3.9,48,14892,507,1139229
SOC Analyst,Cyber Security,7454,4.7,52,8239,398,2966692
SOC Analyst,Cyber Security,1859,4.7,78,13983,676,1256684
Content Marketing,Digital Marketing,2828,4.8,31,4681,339,958692
Angular,Web Development,7481,4.7,48,12462,512,3830272
Data Science,Data Science,2577,5.0,20,11293,484,1247268
DevOps,Cloud,5584,4.5,20,19169,598,3339232
Data Analytics,Data Science,6902,4.4,46,17479,569,3927238
Pen Testing,Cyber Security,1553,4.1,55,12113,518,804454
Oracle DB,Database,3200,3.9,29,4804,241,771200
HTML & CSS,Web Development,2690,4.8,62,12779,600,1614000
Python Programming,Programming,2392,4.3,31,8286,392,937664
Flask,Web Development,6914,4.6,58,8813,424,2931536
Oracle DB,Database,4450,4.9,25,12807,516,2296200
Django,Web Development,2054,4.7,73,5127,424,870896
Azure Fundamentals,Cloud,2499,4.6,37,13787,566,1414434
Docker & Kubernetes,Cloud,3219,4.6,59,4906,352,1133088
Pen Testing,Cyber Security,2218,4.4,64,12410,559,1239862
Cyber Security,Cyber Security,3627,4.4,59,14595,618,2241486
Data Analytics,Data Science,6109,4.4,66,19309,691,4221319
Content Marketing,Digital Marketing,6492,4.1,38,9342,314,2038488
